powergrid-500000-64 th4 11701 8249 10511 -> 10153
powergrid-500000-64 th6 8390 6307 9375 -> 8024
powergrid-500000-64 th8 5484 8130 5439 -> 6351
powergrid-500000-64 th10 3980 4303 5676 -> 4653
powergrid-500000-64 th12 5289 3314 3388 -> 3997
powergrid-500000-64 th14 2818 4993 3114 -> 3641
powergrid-500000-64 th16 5117 3602 2662 -> 3793
powergrid-500000-64 th18 1913 5169 2814 -> 3298
powergrid-500000-64 th20 2418 2515 2338 -> 2423
powergrid-500000-64 th22 2665 2758 4720 -> 3381
powergrid-500000-64 th24 3553 2231 2612 -> 2798
powergrid-500000-64 th26 2735 2658 3924 -> 3105
powergrid-500000-64 th28 2885 3366 2967 -> 3072
powergrid-500000-64 th30 2735 3458 2284 -> 2825
powergrid-500000-64 th32 3533 2839 2811 -> 3061
powergrid-500000-64-coord th1 3647 3686 3664 -> 3665
powergrid-500000-64-coord th2 2630 2424 2537 -> 2530
powergrid-500000-64-coord th4 1006 1028 1054 -> 1029
powergrid-500000-64-coord th6 869 814 853 -> 845
powergrid-500000-64-coord th8 881 734 749 -> 788
powergrid-500000-64-coord th10 719 700 704 -> 707
powergrid-500000-64-coord th12 757 680 675 -> 704
powergrid-500000-64-coord th14 673 696 736 -> 701
powergrid-500000-64-coord th16 622 611 591 -> 608
powergrid-500000-64-coord th18 696 729 707 -> 710
powergrid-500000-64-coord th20 773 732 757 -> 754
powergrid-500000-64-coord th22 642 630 684 -> 652
powergrid-500000-64-coord th24 636 664 679 -> 659
powergrid-500000-64-coord th26 772 693 689 -> 718
powergrid-500000-64-coord th28 739 751 724 -> 738
powergrid-500000-64-coord th30 739 725 707 -> 723
powergrid-500000-64-coord th32 682 682 670 -> 678

